INSTNM,CITY,STABBR
Excel Academies of Cosmetology-Troy,Troy,MI
Excel Academies of Cosmetology-Merrillville,Merrillville,IN
Excel Academies of Cosmetology,Lansing,MI
Ricci's Academy of Cosmetology,Newtown,CT
Yahweh Beauty Academy,Killeen,TX
Excel Learning Center-San Antonio,San Antonio,TX
Preparing People Barber Styling College,Dallas,TX
Arizona School of Integrative Studies,Clarkdale,AZ
Lee Professional Institute,Fort Myers,FL
Burnett International College,Boynton Beach,FL
Park Place Premier Barber School,New Orleans,LA
The Salon Professional Academy-San Jose,San Jose,CA
Sterling Health Center,Dallas,TX
Knox Theological Seminary,Fort Lauderdale,FL
Montessori Education Institute of the Pacific Northwest,Bothell,WA
Jolie Health and Beauty Academy-Turnersville,Turnersville,NJ
Ross Medical Education Center-Owensboro,Owensboro,KY
Ross Medical Education Center-Evansville,Evansville,IN
Ross Medical Education Center-Johnson City,Johnson City,TN
North-West College-Santa Ana,Santa Ana,CA
North-West College-Long Beach,Long Beach,CA
Branford Hall Career Institute-Amityville,Amityville,NY
Taylor Andrews Academy-Orem,Orem,UT
University of Florida-Online,Gainesville,FL
Buchanan Beauty College-Pleasantview,Pleasant View,TN
Ogle School Hair Skin Nails-Stafford,Stafford,TX
University of Phoenix-Arizona,Tempe,AZ
University of Phoenix-Arkansas,Little Rock,AR
University of Phoenix-California,Costa Mesa,CA
University of Phoenix-Colorado,Lone Tree,CO
University of Phoenix-Florida,Orlando,FL
University of Phoenix-Georgia,Sandy Springs,GA
University of Phoenix-Louisiana,Baton Rouge,LA
University of Phoenix-Michigan,Southfield,MI
University of Phoenix-Missouri,Saint Louis,MO
University of Phoenix-Nevada,Las Vegas,NV
University of Phoenix-North Carolina,Charlotte,NC
University of Phoenix-Oklahoma,Oklahoma City,OK
University of Phoenix-Tennessee,Nashville,TN
University of Phoenix-Texas,Houston,TX
University of Phoenix-Virginia,Glen Allen,VA
University of Phoenix-Pennsylvania,Philadelphia,PA
Merrillville Beauty College-Flawless Barber Academy,Cleveland,OH
Tint School of Makeup & Cosmetology-Seattle,Seattle,WA
Centro de Estudios Multidisciplinarios-Mayaguez,Mayaguez,PR
Heritage College-Cleveland,Middleburg Heights,OH
Aveda Institute-Phoenix,Tempe,AZ
University of North Texas at Dallas,Dallas,TX
BridgeValley Community & Technical College,South  Charleston,WV
Northwest College-Medford,Medford,OR
Virginia College-Fort Pierce,Fort Pierce,FL
Houston Training Schools-Gessner,Houston,TX
Empire Beauty School-Buffalo,Cheektowaga,NY
Paul Mitchell the School-Toledo,Sylvania,OH
MJ's Barber Academy,Dallas,TX
Trine University-Arizona Regional Campus,Peoria,AZ
Regency Beauty Institute-Gaithersburg,Gaithersburg,MD
Georgia Military College,Milledgeville,GA
New Horizons Medical Institute-Winder,Winder,GA
SAE Institute of Technology-Chicago,Chicago,IL
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,Portland,OR
Fayette Beauty Academy-Ritz Beauty Academy,Decatur,GA
Fayette Beauty Academy-Ritz Beauty Academy,Morrow,GA
Fountain of Youth Academy of Cosmetology,Mars,PA
Cosmopolitan Beauty and Tech School,Ellicott City,MD
MCI Institute of Technology-Boca Raton,Boca Raton,FL
California College San Diego,San Diego,CA
West Coast University-Miami,Doral,FL
National American University-Houston,Houston,TX
National American University-Harold D. Buckingham Graduate School,Austin,TX
All Beauty College,Kingman,AZ
Aparicio-Levy Technical College,Tampa,FL
Fred D. Learey Technical College,Tampa,FL
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL
Coachella Valley Beauty College-Beaumont,Beaumont,CA
Dewey University-Mayaguez,Mayaguez,PR
Coastal Pines Technical College,Waycross,GA
Troy University-Phenix City Campus,Phenix City,AL
Troy University-Montgomery Campus,Montgomery,AL
Troy University-Dothan Campus,Dothan,AL
Troy University-eTROY,Troy,AL
Troy University-Global Campus,Troy,AL
Arkansas College of Barbering and Hair Design,Little Rock,AR
Arkansas College of Barbering & Hair Design -  SWLR Campus,Little Rock,AR
Harding School of Theology,Memphis,TN
Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR
Career Academy of Hair Design-Rogers,Rogers,AR
Career Academy of Hair Design-Fayetteville,Fayetteville,AR
Academy of Salon and Spa -,Tahlequah,OK
Alliant International University-Fresno,Fresno,CA
Alliant International University-Los Angeles,Alhambra,CA
Alliant International University-San Francisco,San Francisco,CA
Alliant International University-Irvine,Irvine,CA
Alliant International University-Sacramento,Sacramento,CA
Casa Loma College-Anaheim Campus,Anaheim,CA
Marinello School of Beauty-Bell,Bell,CA
Marinello School of Beauty-City of Industry,City of Industry,CA
Marinello School of Beauty-Paramount,Paramount,CA
Marinello School of Beauty-Huntington Beach,Huntington Beach,CA
Marinello School of Beauty-Layton,Layton,UT
Marinello School of Beauty-Ogden,Ogden,UT
Marinello School of Beauty-Murrieta,Murrieta,CA
Marinello School of Beauty-Napa,Napa,CA
Marinello School of Beauty-Seaside,Seaside,CA
Marinello School of Beauty-San Mateo,San Mateo,CA
Marinello School of Beauty-Hayward,Hayward,CA
Marinello School of Beauty-Castro Valley,Castro Valley,CA
Marinello School of Beauty-Palmdale,Palmdale,CA
Marinello School of Beauty-San Rafael,San Rafael,CA
San Jose Campus,San Jose,CA
Franciscan School of Theology,Oceanside,CA
Golden Gate University-Los Angeles,Los Angeles,CA
Golden Gate University-Seattle,Seattle,WA
Golden Gate University-Silicon Valley,Santa Clara,CA
Humphreys College-Modesto,Modesto,CA
International School of Cosmetology,Costa Mesa,CA
ATEP at IVC,Tustin,CA
Marinello School of Beauty-Whittier,Whittier,CA
Marinello School of Beauty-Reseda,Reseda,CA
Marinello School of Beauty-Ontario,Ontario,CA
Marinello School of Beauty-San Diego,San Diego,CA
Marinello School of Beauty-San Bernardino,San Bernardino,CA
Marinello School of Beauty-West Covina,West Covina,CA
Marinello School of Beauty-West Los Angeles,Los Angeles,CA
Marinello School of Beauty-Inglewood,Inglewood,CA
Marinello School of Beauty-El Cajon,El Cajon,CA
Marinello School of Beauty-Victorville,Victorville,CA
Marinello School of Beauty-Anaheim,Anaheim,CA
Marinello School of Beauty-Simi Valley,Simi Valley,CA
Marinello School of Beauty-Lomita,Lomita,CA
Marymount University - Waterfront Campus,San Pedro,CA
Marinello School of Beauty-Chico,Chico,CA
Marinello School of Beauty-Redding,Redding,CA
Marinello School of Beauty-Fresno,Fresno,CA
Mount Saint Mary's University - Doheny Campus,Los Angeles,CA
San Diego State University-Imperial Valley Campus,Calexico,CA
San Joaquin General Hospital School of Radiation Technology,French Camp,CA
San Joaquin Valley College - Hanford,Hanford,CA
San Joaquin Valley College-Online,Visalia,CA
San Joaquin Valley College-Bakersfield,Bakersfield,CA
San Joaquin Valley College-Fresno,Fresno,CA
San Joaquin Valley College-Fresno Aviation,Fresno,CA
San Joaquin Valley College-Ontario,Ontario,CA
San Joaquin Valley College-Modesto,Salida,CA
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA
San Joaquin Valley College-Hesperia,Hesperia,CA
San Joaquin Valley College-Temecula,Temecula,CA
San Joaquin Valley College-Lancaster,Lancaster,CA
San Joaquin Valley College-San Diego,Chula Vista,CA
Jesuit School of Theology of Santa Clara University,Berkeley,CA
Pinnacle College-Sacramento,Rancho Cordova,CA
Marinello School of Beauty-Bakersfield,Bakersfield,CA
Marinello School of Beauty-Visalia,Visalia,CA
UEI College,Ontario,CA
UEI College,Encino,CA
UEI College,Chula Vista,CA
UEI College,El Monte,CA
UEI College,Anaheim,CA
United Education Institute,Jacksonville,FL
UEI,Morrow,GA
UEI College,San Marcos,CA
UEI College,Stockton,CA
Colorado Technical University,Pueblo,CO
Lincoln College of New England-Hartford,Hartford,CT
Marinello School of Beauty-Hamden,Hamden,CT
Marinello School of Beauty-Fairfield,Fairfield,CT
Marinello School of Beauty-Willimantic,Willimantic,CT
Porter and Chester Institute of Rocky Hill,Rocky Hill,CT
Porter and Chester Institute of Enfield,Enfield,CT
Porter and Chester Institute of Watertown,Watertown,CT
Porter and Chester Institute of Chicopee,Chicopee,MA
Porter and Chester Institute of Worcester,Worcester,MA
Porter and Chester Institute of Canton,Canton,MA
Porter and Chester Institute of Woburn,Woburn,MA
Strayer University-Takoma Park Campus,Washington,DC
Barry University Law School,Orlando,FL
University of Southernmost Florida-Coral Gables Campus,Coral Gables,FL
Keiser University-Melbourne,Melbourne,FL
Keiser University-Tallahassee,Tallahassee,FL
Keiser University-Daytona,Daytona Beach,FL
Keiser University-Lakeland,Lakeland,FL
Keiser University- Miami,Miami,FL
Keiser University-Orlando,Orlando,FL
Keiser University-Sarasota,Sarasota,FL
Keiser University-Jacksonville,Jacksonville,FL
Keiser University-Tampa,Tampa,FL
Keiser University-Pembroke Pines,Pembroke Pines,FL
Keiser University-Port St Lucie,Port St Lucie,FL
Keiser University-West Palm Beach,West Palm Beach,FL
Keiser University-Ft Myers,Ft Myers,FL
Manhattan Hairstyling Academy - North,Tampa,FL
Rasmussen College-New Port Richey,New Port Richey,FL
Rasmussen College-Fort Myers,Fort Myers,FL
Rasmussen College-Tampa/Brandon,Tampa,FL
Rasmussen College-Land O' Lakes,Land O'Lakes,FL
Portfolio Center - Waltham,Waltham,MA
Portfolio Center - DC Branch,Washington,DC
Moody Theological Seminary and Graduate School--Michigan,Plymouth,MI
Moody Bible Institute-Spokane,Spokane,WA
Saint Anthony College of Nursing - Highland Community College Campus,Freeport,IL
PJ's College of Cosmetology- Brownsburg,Brownsburg,IN
PJ's College of Cosmetology-Crestwood,Crestwood,KY
PJ's College of Cosmetology- Jeffersonville,Jeffersonville,IN
Ivy Tech Community College-Northcentral,South Bend,IN
Ivy Tech Community College-Columbus,Columbus,IN
Ivy Tech Community College-East Central,Muncie,IN
Ivy Tech Community College-Kokomo,Kokomo,IN
Ivy Tech Community College-Lafayette,Lafayette,IN
Ivy Tech Community College-Northeast,Fort Wayne,IN
Ivy Tech Community College-South Central,Sellersburg,IN
Ivy Tech Community College-Southwest,Evansville,IN
Ivy Tech Community College-Wabash Valley,Terre Haute,IN
Ivy Tech Community College-Richmond,Richmond,IN
Ivy Tech Community College-Northwest,Gary,IN
Ivy Tech Community College-Southeast,Madison,IN
Ivy Tech Community College-Bloomington,Bloomington,IN
Ivy Tech Community College-Central Indiana,Indianapolis,IN
Harrison College-Anderson,Anderson,IN
Harrison College-Columbus,Columbus,IN
Harrison College-Terre Haute,Terre Haute,IN
Harrison College-Lafayette,Lafayette,IN
Harrison College-Indianapolis East,Indianapolis,IN
Harrison College-Evansville,Evansville,IN
Harrison College-Fort Wayne,Fort Wayne,IN
Harrison College-Northwest,Indianapolis,IN
Harrison College-Elkhart,Elkhart,IN
Marian University,Indianapolis,IN
Graceland University - Independence,Independence,MO
Baker University School of Nursing,Topeka,KS
Baker University School of Professional and Graduate Studies and Graduate School of Education,Overland Park,KS
CBTS - Wisconsin,Elm Grove,WI
Coffeyville Technical Campus,Coffeyville,KS
Columbus Technical Campus,Columbus,KS
Marinello School of Beauty-Lawrence,Lawrence,KS
PJ's College of Cosmetology- Greenfield,Greenfield,IN
PJ's College of Cosmetology- Muncie,Muncie,IN
PJ's College of Cosmetology- Indianapolis,Indianapolis,IN
PJ's College of Cosmetology- Plainfield,Plainfield,IN
PJ's College of Cosmetology- Louisville,Louisville,KY
Empire Beauty School-Caribou,Caribou,ME
Empire Beauty School-Bangor,Bangor,ME
Empire Beauty School-Waterville,Waterville,ME
International Beauty School,Winchester,VA
Wentworth Institute of Technology,Boston,MA
Wentworth Institute of Technology,Dorchester,MA
Wentworth Institute of Technology,Fall River,MA
Cleary University,Howell,MI
Davenport University-Warren Location,Warren,MI
Davenport University-Kalamazoo Location,Kalamazoo,MI
Davenport University-Lansing Location,Lansing,MI
Davenport University-Midland Location,Midland,MI
Davenport University-Holland Location,Holland,MI
Davenport University-Flint Location,Flint,MI
Davenport University-Traverse City Location,Traverse City,MI
Davenport University-Saginaw Location,Saginaw,MI
Davenport University-Livonia Location,Livonia,MI
Davenport University-Battle Creek Location,Battle Creek,MI
Davenport University-Grand Rapids Downtown,Grand Rapids,MI
Davenport University - Treasury Site Dimondale,Dimondale,MI
Anoka-Ramsey Community College-Cambridge Campus,Cambridge,MN
Central Lakes College-Staples Campus,Staples,MN
M State - Detroit Lakes Campus,Detroit Lakes,MN
M State - Moorhead Campus,Moorhead,MN
M State - Wadena Campus,Wadena,MN
South Central  College-Faribault,Faribault,MN
Mesabi Range College,Eveleth,MN
Northland Community and Technical College - East Grand Forks,East Grand Forks,MN
Rasmussen College-Bloomington,Bloomington,MN
Rasmussen College-Eagan,Eagan,MN
Rasmussen College-Mankato,Mankato,MN
Rasmussen College-Brooklyn Park,Brooklyn Park,MN
Rasmussen College-Lake Elmo/Woodbury,Lake Elmo,MN
Rasmussen College-Blaine,Blaine,MN
Ridgewater College,Hutchinson,MN
Minnesota State College-SE Technical-Red Wing,Red Wing,MN
Copiah-Lincoln Community College Simpson County Center,Mendenhall,MS
Copiah-Lincoln Community College-Natchez Campus,Natchez,MS
Pearl River Community College-Forrest County Center,Hattiesburg,MS
Lindenwood University-Belleville,Belleville,IL
City College Montana State University Billings,Billings,MT
The University of Montana - Missoula College,Missoula,MT
Marinello School of Beauty-Henderson,Henderson,NV
New Hampshire Institute for Therapeutic Arts,Bridgton,ME
American Institute,Clifton,NJ
Berkeley College - Westchester Campus,White Plains,NY
Briarcliffe College–Patchogue,Patchogue,NY
Culinary Institute of America at Greystone,St. Helena,CA
Culinary Institute of America  San Antonio,San Antonio,TX
Jamestown Business College -,Salamanca,NY
Pratt Manhattan-A Division of Pratt Institute,New York,NY
Saint Josephs College-Long Island,Patchogue,NY
Saint Elizabeth College of Nursing,Utica,NY
Gaston College,Lincolnton,NC
Rasmussen College-Bismarck,Bismarck,ND
Mount Carmel College of Nursing - Fairfield,Lancaster,OH
Los Angeles Center,Los Angeles,CA
Florida Center,North Miami Beach,FL
Sacramento Center,Sacramento,CA
Montpelier Center - Closed July 2013,Montpelier,VT
New England Center,Brattleboro,VT
Corban University Bellevue Washington Campus,Bellevue,WA
Western Seminary-San Jose,Santa Clara,CA
Western Seminary-Sacramento,Rocklin,CA
Toni&Guy Hairdressing Academy,Philadelphia,PA
Bucks County Community College-Upper Bucks Campus,Perkasie,PA
Bucks County Community College-Lower Bucks Campus,Bristol,PA
Harrisburg Area Community College-Lancaster,Lancaster,PA
Harrisburg Area Community College-Gettysburg,Gettysburg,PA
Harrisburg Area Community College-Lebanon,Lebanon,PA
Harrisburg Area Community College-York,York,PA
New Castle School of Trades,Pulaski,PA
Northampton County Area Community College-Monroe,Tannersville,PA
Villanova University - Summer Music Studies Program,Villanova,PA
South Hills School of Business and Technology-Altoona,Altoona,PA
Galveston College - Charlie Thomas Family Applied Technology Center,Galveston,TX
San Jacinto College-North Campus,Houston,TX
San Jacinto College-South Campus,Houston,TX
Southwest School of Business and Technical Careers-South Texas,McAllen,TX
Southwest School of Business and Technical Careers-Corpus Christi,Corpus Christi,TX
Texas A&M University-San Antonio,San Antonio,TX
Texas A & M University Health Science Center,Bryan,TX
Snow College-Richfield Campus,Richfield,UT
Strayer University-Alexandria Campus,Alexandria,VA
Strayer University-Woodbridge Campus,Woodbridge,VA
Strayer University-Manassas Campus,Manassas,VA
Strayer University-Loudoun Campus,Ashburn,VA
Strayer University-Fredericksburg Campus,Fredericksburg,VA
Strayer University-Henrico Campus,Glen Allen,VA
Strayer University-Chesterfield Campus,Midlothian,VA
Strayer University-Chesapeake Campus,Chesapeake,VA
Strayer University-Newport News Campus,Newport News,VA
Strayer University-Virginia Beach Campus,Virginia Beach,VA
Union Presbyterian Seminary-Charlotte,Charlotte,NC
Washington State University-Vancouver,Vancouver,WA
Washington State University-Spokane,Spokane,WA
Washington State University-Tri Cities,Richland,WA
West Virginia Business College-Nutter Fort,Nutter Fort,WV
University of the Virgin Islands-Albert A. Sheen,St. Croix,VI
ECPI University-Newport News,Newport News,VA
ECPI University-Greensboro,Greensboro,NC
ECPI University-Charlotte,Charlotte,NC
ECPI University-Greenville,Greenville,SC
ECPI University-Manassas,Manassas,VA
ECPI University-Charleston,North Charleston,SC
ECPI University-Raleigh,Raleigh,NC
